f,k,variation
0.049,0.069,1.4666666666666615
0.049,0.0693,1.4196078431372499
0.049,0.0695,1.4431372549019557
0.049,0.0698,1.6078431372548962
0.0495,0.04,0.0
0.0495,0.0403,0.0
0.0495,0.0405,0.0
0.0495,0.0408,0.0
0.0495,0.041,0.0
0.0495,0.0413,0.0
0.0495,0.0415,0.0
0.0495,0.0418,0.0
0.0495,0.042,0.0
0.0495,0.0423,0.0
0.0495,0.0425,0.0
0.0495,0.0428,0.0
0.0495,0.043,0.0
0.0495,0.0433,0.0
0.0495,0.0435,0.0
0.0495,0.0438,0.0
0.0495,0.044,0.0
0.0495,0.0442,0.0
0.0495,0.0445,0.0
0.0495,0.0447,0.0
0.0495,0.045,0.0
0.0495,0.0452,0.0
0.0495,0.0455,0.0
0.0495,0.0457,0.0
0.0495,0.046,0.0
0.0495,0.0462,0.0
0.0495,0.0465,0.0
0.0495,0.0467,0.0
0.0495,0.047,0.0
0.0495,0.0473,0.0
0.0495,0.0475,0.0
0.0495,0.0478,0.0
0.0495,0.048,0.0
0.0495,0.0483,0.0
0.0495,0.0485,0.0
0.0495,0.0488,0.0
0.0495,0.049,0.0
0.0495,0.0493,0.0
0.0495,0.0495,0.0
0.0495,0.0498,0.0
0.0495,0.05,0.0
0.0495,0.0503,0.0
0.0495,0.0505,0.0
0.0495,0.0508,0.0
0.0495,0.051,0.0
0.0495,0.0513,0.0
0.0495,0.0515,0.0
0.0495,0.0518,0.0
0.0495,0.052,0.0
0.0495,0.0522,0.0
0.0495,0.0525,0.0
0.0495,0.0527,0.0
0.0495,0.053,0.0
0.0495,0.0532,0.0
0.0495,0.0535,0.0
0.0495,0.0537,0.0
0.0495,0.054,0.0
0.0495,0.0542,0.0
0.0495,0.0545,0.0
0.0495,0.0548,0.0
0.0495,0.055,0.0
0.0495,0.0553,0.0
0.0495,0.0555,0.0
0.0495,0.0558,0.0
0.0495,0.056,0.0
0.0495,0.0563,0.0
0.0495,0.0565,0.0
0.0495,0.0568,0.0
0.0495,0.057,0.0
0.0495,0.0573,0.0
0.0495,0.0575,0.0
0.0495,0.0578,0.0
0.0495,0.058,0.0
0.0495,0.0583,0.0
0.0495,0.0585,0.0
0.0495,0.0588,0.0
0.0495,0.059,0.0
0.0495,0.0593,0.0
0.0495,0.0595,0.0
0.0495,0.0598,0.0
0.0495,0.06,521.5098039215686
0.0495,0.0602,1086.6431372549018
0.0495,0.0605,1237.2862745098041
0.0495,0.0607,1265.521568627451
0.0495,0.061,1308.8588235294117
0.0495,0.0612,1370.5607843137254
0.0495,0.0615,1398.121568627451
0.0495,0.0617,1419.192156862745
0.0495,0.062,1471.5607843137254
0.0495,0.0622,1500.4549019607844
0.0495,0.0625,1489.8431372549019
0.0495,0.0628,1523.5411764705882
0.0495,0.063,1534.0392156862745
0.0495,0.0633,1576.698039215686
0.0495,0.0635,1509.6078431372548
0.0495,0.0638,1099.078431372549
0.0495,0.064,1167.7725490196078
0.0495,0.0643,989.4588235294118
0.0495,0.0645,715.6588235294118
0.0495,0.0648,960.9686274509804
0.0495,0.065,761.6117647058824
0.0495,0.0653,827.7215686274509
0.0495,0.0655,937.6862745098039
0.0495,0.0658,533.356862745098
0.0495,0.066,278.85490196078433
0.0495,0.0663,77.23137254901961
0.0495,0.0665,51.07058823529412
0.0495,0.0668,26.023529411764702
0.0495,0.067,25.54509803921568
0.0495,0.0673,24.952941176470585
0.0495,0.0675,1.3176470588235247
0.0495,0.0678,1.4588235294117595
0.0495,0.068,1.4784313725490144
0.0495,0.0683,2.9882352941176364
0.0495,0.0685,1.4666666666666615
0.0495,0.0688,1.4666666666666615
0.0495,0.069,22.349019607843132
0.0495,0.0693,2.909803921568617
0.0495,0.0695,1.5882352941176414
0.0495,0.0698,1.5529411764705827
0.05,0.04,0.0
0.05,0.0403,0.0
0.05,0.0405,0.0
0.05,0.0408,0.0
0.05,0.041,0.0
0.05,0.0413,0.0
0.05,0.0415,0.0
0.05,0.0418,0.0
0.05,0.042,0.0
0.05,0.0423,0.0
0.05,0.0425,0.0
0.05,0.0428,0.0
0.05,0.043,0.0
0.05,0.0433,0.0
0.05,0.0435,0.0
0.05,0.0438,0.0
0.05,0.044,0.0
0.05,0.0442,0.0
0.05,0.0445,0.0
0.05,0.0447,0.0
0.05,0.045,0.0
0.05,0.0452,0.0
0.05,0.0455,0.0
0.05,0.0457,0.0
0.05,0.046,0.0
0.05,0.0462,0.0
0.05,0.0465,0.0
0.05,0.0467,0.0
0.05,0.047,0.0
0.05,0.0473,0.0
0.05,0.0475,0.0
0.05,0.0478,0.0
0.05,0.048,0.0
0.05,0.0483,0.0
0.05,0.0485,0.0
0.05,0.0488,0.0
0.05,0.049,0.0
0.05,0.0493,0.0
0.05,0.0495,0.0
0.05,0.0498,0.0
0.05,0.05,0.0
0.05,0.0503,0.0
0.05,0.0505,0.0
0.05,0.0508,0.0
0.05,0.051,0.0
0.05,0.0513,0.0
0.05,0.0515,0.0
0.05,0.0518,0.0
0.05,0.052,0.0
0.05,0.0522,0.0
0.05,0.0525,0.0
0.05,0.0527,0.0
0.05,0.053,0.0
0.05,0.0532,0.0
0.05,0.0535,0.0
0.05,0.0537,0.0
0.05,0.054,0.0
0.05,0.0542,0.0
0.05,0.0545,0.0
0.05,0.0548,0.0
0.05,0.055,0.0
0.05,0.0553,0.0
0.05,0.0555,0.0
0.05,0.0558,0.0
0.05,0.056,0.0
0.05,0.0563,0.0
0.05,0.0565,0.0
0.05,0.0568,0.0
0.05,0.057,0.0
0.05,0.0573,0.0
0.05,0.0575,0.0
0.05,0.0578,0.0
0.05,0.058,0.0
0.05,0.0583,0.0
0.05,0.0585,0.0
0.05,0.0588,0.0
0.05,0.059,0.0
0.05,0.0593,0.0
0.05,0.0595,0.0
0.05,0.0598,0.0
0.05,0.06,304.5019607843137
0.05,0.0602,900.392156862745
0.05,0.0605,1232.5607843137254
0.05,0.0607,1262.2588235294115
0.05,0.061,1293.2039215686275
0.05,0.0612,1369.5725490196078
0.05,0.0615,1409.2980392156865
0.05,0.0617,1448.2901960784316
0.05,0.062,1447.521568627451
0.05,0.0622,1495.2313725490196
0.05,0.0625,1490.4705882352941
0.05,0.0628,1553.043137254902
0.05,0.063,1542.7450980392157
0.05,0.0633,1520.4627450980392
0.05,0.0635,1456.537254901961
0.05,0.0638,1395.4196078431373
0.05,0.064,1358.5372549019608
0.05,0.0643,912.2862745098039
0.05,0.0645,1037.443137254902
0.05,0.0648,879.8901960784312
0.05,0.065,949.0078431372549
0.05,0.0653,694.3647058823528
0.05,0.0655,834.8549019607842
0.05,0.0658,476.2823529411765
0.05,0.066,55.86274509803921
0.05,0.0663,51.93333333333334
0.05,0.0665,50.85490196078432
0.05,0.0668,73.72941176470589
0.05,0.067,48.839215686274514
0.05,0.0673,1.4274509803921518
0.05,0.0675,2.101960784313718
0.05,0.0678,1.4980392156862692
0.05,0.068,1.4666666666666615
0.05,0.0683,1.4745098039215634
0.05,0.0685,1.407843137254897
0.05,0.0688,1.399999999999995
0.05,0.069,1.3490196078431325
0.05,0.0693,1.5450980392156808
0.05,0.0695,1.4745098039215634
0.05,0.0698,1.4509803921568576
0.0505,0.04,0.0
0.0505,0.0403,0.0
0.0505,0.0405,0.0
0.0505,0.0408,0.0
0.0505,0.041,0.0
0.0505,0.0413,0.0
0.0505,0.0415,0.0
0.0505,0.0418,0.0
0.0505,0.042,0.0
0.0505,0.0423,0.0
0.0505,0.0425,0.0
0.0505,0.0428,0.0
0.0505,0.043,0.0
0.0505,0.0433,0.0
0.0505,0.0435,0.0
0.0505,0.0438,0.0
0.0505,0.044,0.0
0.0505,0.0442,0.0
0.0505,0.0445,0.0
0.0505,0.0447,0.0
0.0505,0.045,0.0
0.0505,0.0452,0.0
0.0505,0.0455,0.0
0.0505,0.0457,0.0
0.0505,0.046,0.0
0.0505,0.0462,0.0
0.0505,0.0465,0.0
0.0505,0.0467,0.0
0.0505,0.047,0.0
0.0505,0.0473,0.0
0.0505,0.0475,0.0
0.0505,0.0478,0.0
0.0505,0.048,0.0
0.0505,0.0483,0.0
0.0505,0.0485,0.0
0.0505,0.0488,0.0
0.0505,0.049,0.0
0.0505,0.0493,0.0
0.0505,0.0495,0.0
0.0505,0.0498,0.0
0.0505,0.05,0.0
0.0505,0.0503,0.0
0.0505,0.0505,0.0
0.0505,0.0508,0.0
0.0505,0.051,0.0
0.0505,0.0513,0.0
0.0505,0.0515,0.0
0.0505,0.0518,0.0
0.0505,0.052,0.0
0.0505,0.0522,0.0
0.0505,0.0525,0.0
0.0505,0.0527,0.0
0.0505,0.053,0.0
0.0505,0.0532,0.0
0.0505,0.0535,0.0
0.0505,0.0537,0.0
0.0505,0.054,0.0
0.0505,0.0542,0.0
0.0505,0.0545,0.0
0.0505,0.0548,0.0
0.0505,0.055,0.0
0.0505,0.0553,0.0
0.0505,0.0555,0.0
0.0505,0.0558,0.0
0.0505,0.056,0.0
0.0505,0.0563,0.0
0.0505,0.0565,0.0
0.0505,0.0568,0.0
0.0505,0.057,0.0
0.0505,0.0573,0.0
0.0505,0.0575,0.0
0.0505,0.0578,0.0
0.0505,0.058,0.0
0.0505,0.0583,0.0
0.0505,0.0585,0.0
0.0505,0.0588,0.0
0.0505,0.059,0.0
0.0505,0.0593,0.0
0.0505,0.0595,0.0
0.0505,0.0598,0.0
0.0505,0.06,0.0
0.0505,0.0602,737.5607843137254
0.0505,0.0605,1194.921568627451
0.0505,0.0607,1247.419607843137
0.0505,0.061,1306.8980392156864
0.0505,0.0612,1373.8039215686274
0.0505,0.0615,1424.8392156862744
0.0505,0.0617,1432.7882352941176
0.0505,0.062,1455.0627450980392
0.0505,0.0622,1485.035294117647
0.0505,0.0625,1528.8196078431374
0.0505,0.0628,1554.0862745098038
0.0505,0.063,1568.219607843137
0.0505,0.0633,1556.8392156862744
0.0505,0.0635,1391.6
0.0505,0.0638,1093.2823529411764
0.0505,0.064,918.3019607843138
0.0505,0.0643,1090.7843137254904
0.0505,0.0645,1019.9294117647058
0.0505,0.0648,973.4509803921569
0.0505,0.065,979.356862745098
0.0505,0.0653,886.4352941176471
0.0505,0.0655,578.9960784313726
0.0505,0.0658,359.2627450980392
0.0505,0.066,104.32156862745099
0.0505,0.0663,76.65490196078431
0.0505,0.0665,26.392156862745097
0.0505,0.0668,49.627450980392155
0.0505,0.067,25.37647058823529
0.0505,0.0673,3.5882352941176343
0.0505,0.0675,24.345098039215685
0.0505,0.0678,1.4666666666666615
0.0505,0.068,1.4862745098039163
0.0505,0.0683,1.5372549019607789
0.0505,0.0685,1.4745098039215634
0.0505,0.0688,1.3882352941176421
0.0505,0.069,3.2235294117646944
0.0505,0.0693,1.509803921568622
0.0505,0.0695,1.4274509803921518
0.0505,0.0698,1.5333333333333279
0.051,0.04,0.0
0.051,0.0403,0.0
0.051,0.0405,0.0
0.051,0.0408,0.0
0.051,0.041,0.0
0.051,0.0413,0.0
0.051,0.0415,0.0
0.051,0.0418,0.0
0.051,0.042,0.0
0.051,0.0423,0.0
0.051,0.0425,0.0
0.051,0.0428,0.0
0.051,0.043,0.0
0.051,0.0433,0.0
0.051,0.0435,0.0
0.051,0.0438,0.0
0.051,0.044,0.0
0.051,0.0442,0.0
0.051,0.0445,0.0
0.051,0.0447,0.0
0.051,0.045,0.0
0.051,0.0452,0.0
0.051,0.0455,0.0
0.051,0.0457,0.0
0.051,0.046,0.0
0.051,0.0462,0.0
0.051,0.0465,0.0
0.051,0.0467,0.0
0.051,0.047,0.0
0.051,0.0473,0.0
0.051,0.0475,0.0
0.051,0.0478,0.0
0.051,0.048,0.0
0.051,0.0483,0.0
0.051,0.0485,0.0
0.051,0.0488,0.0
0.051,0.049,0.0
0.051,0.0493,0.0
0.051,0.0495,0.0
0.051,0.0498,0.0
0.051,0.05,0.0
0.051,0.0503,0.0
0.051,0.0505,0.0
0.051,0.0508,0.0
0.051,0.051,0.0
0.051,0.0513,0.0
0.051,0.0515,0.0
0.051,0.0518,0.0
0.051,0.052,0.0
0.051,0.0522,0.0
0.051,0.0525,0.0
0.051,0.0527,0.0
0.051,0.053,0.0
0.051,0.0532,0.0
0.051,0.0535,0.0
0.051,0.0537,0.0
0.051,0.054,0.0
0.051,0.0542,0.0
0.051,0.0545,0.0
0.051,0.0548,0.0
0.051,0.055,0.0
0.051,0.0553,0.0
0.051,0.0555,0.0
0.051,0.0558,0.0
0.051,0.056,0.0
0.051,0.0563,0.0
0.051,0.0565,0.0
0.051,0.0568,0.0
0.051,0.057,0.0
0.051,0.0573,0.0
0.051,0.0575,0.0
0.051,0.0578,0.0
0.051,0.058,0.0
0.051,0.0583,0.0
0.051,0.0585,0.0
0.051,0.0588,0.0
0.051,0.059,0.0
0.051,0.0593,0.0
0.051,0.0595,0.0
0.051,0.0598,0.0
0.051,0.06,0.0
0.051,0.0602,565.9921568627451
0.051,0.0605,1195.7137254901959
0.051,0.0607,1262.4039215686275
0.051,0.061,1320.9725490196076
0.051,0.0612,1368.3254901960784
0.051,0.0615,1396.2666666666664
0.051,0.0617,1451.4039215686273
0.051,0.062,1456.5607843137254
0.051,0.0622,1492.427450980392
0.051,0.0625,1513.2745098039215
0.051,0.0628,1537.4588235294118
0.051,0.063,1563.1764705882354
0.051,0.0633,1555.6745098039214
0.051,0.0635,1332.1333333333332
0.051,0.0638,1014.0862745098038
0.051,0.064,516.3411764705882
0.051,0.0643,1122.858823529412
0.051,0.0645,841.5411764705883
0.051,0.0648,911.3725490196078
0.051,0.065,655.3411764705884
0.051,0.0653,820.6509803921568
0.051,0.0655,776.9294117647058
0.051,0.0658,385.0901960784314
0.051,0.066,127.8
0.051,0.0663,100.96078431372548
0.051,0.0665,26.36078431372549
0.051,0.0668,25.831372549019605
0.051,0.067,1.4392156862745047
0.051,0.0673,1.513725490196073
0.051,0.0675,3.2078431372548906
0.051,0.0678,1.4862745098039163
0.051,0.068,1.4666666666666615
0.051,0.0683,1.4352941176470537
0.051,0.0685,1.509803921568622
0.051,0.0688,1.4823529411764653
0.051,0.069,1.5529411764705827
0.051,0.0693,3.4196078431372428
0.051,0.0695,1.521568627450975
0.051,0.0698,1.513725490196073
0.0515,0.04,0.0
0.0515,0.0403,0.0
0.0515,0.0405,0.0
0.0515,0.0408,0.0
0.0515,0.041,0.0
0.0515,0.0413,0.0
0.0515,0.0415,0.0
0.0515,0.0418,0.0
0.0515,0.042,0.0
0.0515,0.0423,0.0
0.0515,0.0425,0.0
0.0515,0.0428,0.0
0.0515,0.043,0.0
0.0515,0.0433,0.0
0.0515,0.0435,0.0
0.0515,0.0438,0.0
0.0515,0.044,0.0
0.0515,0.0442,0.0
0.0515,0.0445,0.0
0.0515,0.0447,0.0
0.0515,0.045,0.0
0.0515,0.0452,0.0
0.0515,0.0455,0.0
0.0515,0.0457,0.0
0.0515,0.046,0.0
0.0515,0.0462,0.0
0.0515,0.0465,0.0
0.0515,0.0467,0.0
0.0515,0.047,0.0
0.0515,0.0473,0.0
0.0515,0.0475,0.0
0.0515,0.0478,0.0
0.0515,0.048,0.0
0.0515,0.0483,0.0
0.0515,0.0485,0.0
0.0515,0.0488,0.0
0.0515,0.049,0.0
0.0515,0.0493,0.0
0.0515,0.0495,0.0
0.0515,0.0498,0.0
0.0515,0.05,0.0
0.0515,0.0503,0.0
0.0515,0.0505,0.0
0.0515,0.0508,0.0
0.0515,0.051,0.0
0.0515,0.0513,0.0
0.0515,0.0515,0.0
0.0515,0.0518,0.0
0.0515,0.052,0.0
0.0515,0.0522,0.0
0.0515,0.0525,0.0
0.0515,0.0527,0.0
0.0515,0.053,0.0
0.0515,0.0532,0.0
0.0515,0.0535,0.0
0.0515,0.0537,0.0
0.0515,0.054,0.0
0.0515,0.0542,0.0
0.0515,0.0545,0.0
0.0515,0.0548,0.0
0.0515,0.055,0.0
0.0515,0.0553,0.0
0.0515,0.0555,0.0
0.0515,0.0558,0.0
0.0515,0.056,0.0
0.0515,0.0563,0.0
0.0515,0.0565,0.0
0.0515,0.0568,0.0
0.0515,0.057,0.0
0.0515,0.0573,0.0
0.0515,0.0575,0.0
0.0515,0.0578,0.0
0.0515,0.058,0.0
0.0515,0.0583,0.0
0.0515,0.0585,0.0
0.0515,0.0588,0.0
0.0515,0.059,0.0
0.0515,0.0593,0.0
0.0515,0.0595,0.0
0.0515,0.0598,0.0
0.0515,0.06,0.0
0.0515,0.0602,531.0117647058823
0.0515,0.0605,1124.192156862745
0.0515,0.0607,1281.0509803921568
0.0515,0.061,1306.1137254901962
0.0515,0.0612,1360.1254901960783
0.0515,0.0615,1422.5098039215686
0.0515,0.0617,1451.3098039215686
0.0515,0.062,1446.8588235294117
0.0515,0.0622,1499.7372549019608
0.0515,0.0625,1528.2196078431373
0.0515,0.0628,1523.2470588235294
0.0515,0.063,1569.235294117647
0.0515,0.0633,1527.007843137255
0.0515,0.0635,1498.4117647058824
0.0515,0.0638,1115.3411764705882
0.0515,0.064,865.0901960784313
0.0515,0.0643,833.2156862745097
0.0515,0.0645,887.6823529411764
0.0515,0.0648,458.61176470588236
0.0515,0.065,1014.6117647058824
0.0515,0.0653,579.3921568627451
0.0515,0.0655,752.9098039215687
0.0515,0.0658,560.2470588235294
0.0515,0.066,101.86666666666667
0.0515,0.0663,76.12156862745098
0.0515,0.0665,50.36078431372549
0.0515,0.0668,49.07058823529412
0.0515,0.067,25.14117647058823
0.0515,0.0673,24.73333333333333
0.0515,0.0675,24.164705882352937
0.0515,0.0678,23.78039215686274
0.0515,0.068,1.4196078431372499
0.0515,0.0683,1.396078431372544
0.0515,0.0685,1.4745098039215634
0.0515,0.0688,1.392156862745093
0.0515,0.069,1.529411764705877
0.0515,0.0693,1.5058823529411711
0.0515,0.0695,1.5529411764705827
0.0515,0.0698,1.4588235294117595
0.052,0.04,0.0
0.052,0.0403,0.0
0.052,0.0405,0.0
0.052,0.0408,0.0
0.052,0.041,0.0
0.052,0.0413,0.0
0.052,0.0415,0.0
0.052,0.0418,0.0
0.052,0.042,0.0
0.052,0.0423,0.0
0.052,0.0425,0.0
0.052,0.0428,0.0
0.052,0.043,0.0
0.052,0.0433,0.0
0.052,0.0435,0.0
0.052,0.0438,0.0
0.052,0.044,0.0
0.052,0.0442,0.0
0.052,0.0445,0.0
0.052,0.0447,0.0
0.052,0.045,0.0
0.052,0.0452,0.0
0.052,0.0455,0.0
0.052,0.0457,0.0
0.052,0.046,0.0
0.052,0.0462,0.0
0.052,0.0465,0.0
0.052,0.0467,0.0
0.052,0.047,0.0
0.052,0.0473,0.0
0.052,0.0475,0.0
0.052,0.0478,0.0
0.052,0.048,0.0
0.052,0.0483,0.0
0.052,0.0485,0.0
0.052,0.0488,0.0
0.052,0.049,0.0
0.052,0.0493,0.0
0.052,0.0495,0.0
0.052,0.0498,0.0
0.052,0.05,0.0
0.052,0.0503,0.0
0.052,0.0505,0.0
0.052,0.0508,0.0
0.052,0.051,0.0
0.052,0.0513,0.0
0.052,0.0515,0.0
0.052,0.0518,0.0
0.052,0.052,0.0
0.052,0.0522,0.0
0.052,0.0525,0.0
0.052,0.0527,0.0
0.052,0.053,0.0
0.052,0.0532,0.0
0.052,0.0535,0.0
0.052,0.0537,0.0
0.052,0.054,0.0
0.052,0.0542,0.0
0.052,0.0545,0.0
0.052,0.0548,0.0
0.052,0.055,0.0
0.052,0.0553,0.0
0.052,0.0555,0.0
0.052,0.0558,0.0
0.052,0.056,0.0
0.052,0.0563,0.0
0.052,0.0565,0.0
0.052,0.0568,0.0
0.052,0.057,0.0
0.052,0.0573,0.0
0.052,0.0575,0.0
0.052,0.0578,0.0
0.052,0.058,0.0
0.052,0.0583,0.0
0.052,0.0585,0.0
0.052,0.0588,0.0
0.052,0.059,0.0
0.052,0.0593,0.0
0.052,0.0595,0.0
0.052,0.0598,0.0
0.052,0.06,0.0
0.052,0.0602,229.10196078431375
0.052,0.0605,1094.1529411764707
0.052,0.0607,1255.8156862745097
0.052,0.061,1304.6745098039214
0.052,0.0612,1361.9254901960785
0.052,0.0615,1435.6784313725489
0.052,0.0617,1459.729411764706
0.052,0.062,1479.2313725490196
0.052,0.0622,1489.427450980392
0.052,0.0625,1525.007843137255
0.052,0.0628,1551.113725490196
0.052,0.063,1560.18431372549
0.052,0.0633,1484.3843137254903
0.052,0.0635,1428.443137254902
0.052,0.0638,1032.3254901960786
0.052,0.064,671.6745098039216
0.052,0.0643,955.4117647058823
0.052,0.0645,802.9254901960785
0.052,0.0648,943.5686274509803
0.052,0.065,799.1686274509804
0.052,0.0653,657.8313725490195
0.052,0.0655,684.878431372549
0.052,0.0658,509.6549019607843
0.052,0.066,27.33333333333333
0.052,0.0663,75.74117647058824
0.052,0.0665,26.078431372549012
0.052,0.0668,3.52941176470587
0.052,0.067,1.4196078431372499
0.052,0.0673,1.4352941176470537
0.052,0.0675,24.039215686274503
0.052,0.0678,2.3999999999999915
0.052,0.068,1.4588235294117595
0.052,0.0683,1.521568627450975
0.052,0.0685,2.59607843137254
0.052,0.0688,1.4274509803921518
0.052,0.069,2.9803921568627345
0.052,0.0693,3.6588235294117517
0.052,0.0695,1.4352941176470537
0.052,0.0698,1.5725490196078376
0.0525,0.04,0.0
0.0525,0.0403,0.0
0.0525,0.0405,0.0
0.0525,0.0408,0.0
0.0525,0.041,0.0
0.0525,0.0413,0.0
0.0525,0.0415,0.0
0.0525,0.0418,0.0
0.0525,0.042,0.0
0.0525,0.0423,0.0
0.0525,0.0425,0.0
0.0525,0.0428,0.0
0.0525,0.043,0.0
0.0525,0.0433,0.0
0.0525,0.0435,0.0
0.0525,0.0438,0.0
0.0525,0.044,0.0
0.0525,0.0442,0.0
0.0525,0.0445,0.0
0.0525,0.0447,0.0
0.0525,0.045,0.0
0.0525,0.0452,0.0
0.0525,0.0455,0.0
0.0525,0.0457,0.0
0.0525,0.046,0.0
0.0525,0.0462,0.0
0.0525,0.0465,0.0
0.0525,0.0467,0.0
0.0525,0.047,0.0
0.0525,0.0473,0.0
0.0525,0.0475,0.0
0.0525,0.0478,0.0
0.0525,0.048,0.0
0.0525,0.0483,0.0
0.0525,0.0485,0.0
0.0525,0.0488,0.0
0.0525,0.049,0.0
0.0525,0.0493,0.0
0.0525,0.0495,0.0
0.0525,0.0498,0.0
0.0525,0.05,0.0
0.0525,0.0503,0.0
0.0525,0.0505,0.0
0.0525,0.0508,0.0
0.0525,0.051,0.0
0.0525,0.0513,0.0
0.0525,0.0515,0.0
0.0525,0.0518,0.0
0.0525,0.052,0.0
0.0525,0.0522,0.0
0.0525,0.0525,0.0
0.0525,0.0527,0.0
0.0525,0.053,0.0
0.0525,0.0532,0.0
0.0525,0.0535,0.0
0.0525,0.0537,0.0
0.0525,0.054,0.0
0.0525,0.0542,0.0
0.0525,0.0545,0.0
0.0525,0.0548,0.0
0.0525,0.055,0.0
0.0525,0.0553,0.0
0.0525,0.0555,0.0
0.0525,0.0558,0.0
0.0525,0.056,0.0
0.0525,0.0563,0.0
0.0525,0.0565,0.0
0.0525,0.0568,0.0
0.0525,0.057,0.0
0.0525,0.0573,0.0
0.0525,0.0575,0.0
0.0525,0.0578,0.0
0.0525,0.058,0.0
0.0525,0.0583,0.0
0.0525,0.0585,0.0
0.0525,0.0588,0.0
0.0525,0.059,0.0
0.0525,0.0593,0.0
0.0525,0.0595,0.0
0.0525,0.0598,0.0
0.0525,0.06,0.0
0.0525,0.0602,54.52549019607844
0.0525,0.0605,823.1529411764706
0.0525,0.0607,1241.843137254902
0.0525,0.061,1303.7294117647057
0.0525,0.0612,1348.894117647059
0.0525,0.0615,1422.7725490196078
0.0525,0.0617,1455.7843137254902
0.0525,0.062,1458.3450980392158
0.0525,0.0622,1498.4470588235295
0.0525,0.0625,1512.5411764705882
0.0525,0.0628,1525.835294117647
0.0525,0.063,1539.8509803921568
0.0525,0.0633,1565.2823529411764
0.0525,0.0635,1073.9450980392157
0.0525,0.0638,849.8274509803921
0.0525,0.064,651.7137254901961
0.0525,0.0643,796.6666666666665
0.0525,0.0645,1037.4274509803922
0.0525,0.0648,646.3529411764706
0.0525,0.065,747.6980392156862
0.0525,0.0653,708.8392156862745
0.0525,0.0655,589.9960784313726
0.0525,0.0658,435.5372549019608
0.0525,0.066,77.30588235294118
0.0525,0.0663,26.56470588235294
0.0525,0.0665,49.780392156862746
0.0525,0.0668,25.501960784313724
0.0525,0.067,25.01176470588235
0.0525,0.0673,24.411764705882348
0.0525,0.0675,1.4509803921568576
0.0525,0.0678,1.4980392156862692
0.0525,0.068,1.5372549019607789
0.0525,0.0683,1.4980392156862692
0.0525,0.0685,1.4274509803921518
0.0525,0.0688,2.6196078431372456
0.0525,0.069,1.5764705882352885
0.0525,0.0693,1.6196078431372491
0.0525,0.0695,3.5843137254901833
0.0525,0.0698,1.4352941176470537
0.053,0.04,0.0
0.053,0.0403,0.0
0.053,0.0405,0.0
0.053,0.0408,0.0
0.053,0.041,0.0
0.053,0.0413,0.0
0.053,0.0415,0.0
0.053,0.0418,0.0
0.053,0.042,0.0
0.053,0.0423,0.0
0.053,0.0425,0.0
0.053,0.0428,0.0
0.053,0.043,0.0
0.053,0.0433,0.0
0.053,0.0435,0.0
0.053,0.0438,0.0
0.053,0.044,0.0
0.053,0.0442,0.0
0.053,0.0445,0.0
0.053,0.0447,0.0
0.053,0.045,0.0
0.053,0.0452,0.0
0.053,0.0455,0.0
0.053,0.0457,0.0
0.053,0.046,0.0
0.053,0.0462,0.0
0.053,0.0465,0.0
0.053,0.0467,0.0
0.053,0.047,0.0
0.053,0.0473,0.0
0.053,0.0475,0.0
0.053,0.0478,0.0
0.053,0.048,0.0
0.053,0.0483,0.0
0.053,0.0485,0.0
0.053,0.0488,0.0
0.053,0.049,0.0
0.053,0.0493,0.0
0.053,0.0495,0.0
0.053,0.0498,0.0
0.053,0.05,0.0
0.053,0.0503,0.0
0.053,0.0505,0.0
0.053,0.0508,0.0
0.053,0.051,0.0
0.053,0.0513,0.0
0.053,0.0515,0.0
0.053,0.0518,0.0
0.053,0.052,0.0
0.053,0.0522,0.0
0.053,0.0525,0.0
0.053,0.0527,0.0
0.053,0.053,0.0
0.053,0.0532,0.0
0.053,0.0535,0.0
0.053,0.0537,0.0
0.053,0.054,0.0
0.053,0.0542,0.0
0.053,0.0545,0.0
0.053,0.0548,0.0
0.053,0.055,0.0
0.053,0.0553,0.0
0.053,0.0555,0.0
0.053,0.0558,0.0
0.053,0.056,0.0
0.053,0.0563,0.0
0.053,0.0565,0.0
0.053,0.0568,0.0
0.053,0.057,0.0
0.053,0.0573,0.0
0.053,0.0575,0.0
0.053,0.0578,0.0
0.053,0.058,0.0
0.053,0.0583,0.0
0.053,0.0585,0.0
0.053,0.0588,0.0
0.053,0.059,0.0
0.053,0.0593,0.0
0.053,0.0595,0.0
0.053,0.0598,0.0
0.053,0.06,0.0
0.053,0.0602,0.0
0.053,0.0605,753.035294117647
0.053,0.0607,1221.6431372549018
0.053,0.061,1290.0980392156862
0.053,0.0612,1376.0117647058823
0.053,0.0615,1416.4941176470588
0.053,0.0617,1438.4274509803922
0.053,0.062,1462.764705882353
0.053,0.0622,1485.372549019608
0.053,0.0625,1526.3960784313726
0.053,0.0628,1535.372549019608
0.053,0.063,1574.4470588235295
0.053,0.0633,1466.678431372549
0.053,0.0635,1138.5843137254901
0.053,0.0638,1091.4392156862746
0.053,0.064,558.9490196078432
0.053,0.0643,984.6745098039215
0.053,0.0645,488.2352941176471
0.053,0.0648,865.6117647058823
0.053,0.065,829.9019607843138
0.053,0.0653,604.1411764705882
0.053,0.0655,641.1372549019608
0.053,0.0658,413.2549019607843
0.053,0.066,77.07058823529411
0.053,0.0663,75.16862745098041
0.053,0.0665,1.4823529411764653
0.053,0.0668,71.85098039215686
0.053,0.067,1.396078431372544
