f,k,variation
0.013,0.067,1.5372549019607789
0.013,0.0673,1.7254901960784252
0.013,0.0675,1.411764705882348
0.013,0.0678,1.4274509803921518
0.013,0.068,1.86666666666666
0.013,0.0683,1.403921568627446
0.013,0.0685,1.3725490196078383
0.013,0.0688,1.3803921568627402
0.013,0.069,1.411764705882348
0.013,0.0693,1.9137254901960716
0.013,0.0695,1.3568627450980344
0.013,0.0698,1.3725490196078383
0.0135,0.04,768.3647058823528
0.0135,0.0403,1.3725490196078383
0.0135,0.0405,1.4549019607843086
0.0135,0.0408,1.3764705882352892
0.0135,0.041,1.3803921568627402
0.0135,0.0413,1.3411764705882305
0.0135,0.0415,1.3843137254901912
0.0135,0.0418,1.9333333333333265
0.0135,0.042,1.407843137254897
0.0135,0.0423,1.9137254901960716
0.0135,0.0425,1.3411764705882305
0.0135,0.0428,1.529411764705877
0.0135,0.043,1.5450980392156808
0.0135,0.0433,1.396078431372544
0.0135,0.0435,1.407843137254897
0.0135,0.0438,1.4980392156862692
0.0135,0.044,1.4274509803921518
0.0135,0.0442,1.4352941176470537
0.0135,0.0445,1.4509803921568576
0.0135,0.0447,1.399999999999995
0.0135,0.045,1.5607843137254847
0.0135,0.0452,1.8274509803921504
0.0135,0.0455,1.5686274509803866
0.0135,0.0457,2.211764705882345
0.0135,0.046,1.5999999999999943
0.0135,0.0462,1.8980392156862678
0.0135,0.0465,2.55686274509803
0.0135,0.0467,1.4588235294117595
0.0135,0.047,75.76470588235294
0.0135,0.0473,136.9137254901961
0.0135,0.0475,741.2313725490196
0.0135,0.0478,507.15294117647056
0.0135,0.048,874.2705882352941
0.0135,0.0483,754.4549019607844
0.0135,0.0485,786.1725490196078
0.0135,0.0488,775.3764705882352
0.0135,0.049,988.078431372549
0.0135,0.0493,800.5176470588235
0.0135,0.0495,878.9333333333334
0.0135,0.0498,899.7686274509804
0.0135,0.05,967.8588235294117
0.0135,0.0503,914.1372549019608
0.0135,0.0505,952.2627450980392
0.0135,0.0508,885.6117647058824
0.0135,0.051,952.9294117647058
0.0135,0.0513,949.9058823529411
0.0135,0.0515,985.407843137255
0.0135,0.0518,1004.5137254901961
0.0135,0.052,909.4117647058823
0.0135,0.0522,965.6196078431371
0.0135,0.0525,958.2980392156862
0.0135,0.0527,954.8156862745097
0.0135,0.053,823.9882352941175
0.0135,0.0532,800.3098039215686
0.0135,0.0535,778.8549019607843
0.0135,0.0537,762.0509803921568
0.0135,0.054,735.478431372549
0.0135,0.0542,843.4588235294118
0.0135,0.0545,686.8470588235293
0.0135,0.0548,604.7921568627451
0.0135,0.055,386.7686274509804
0.0135,0.0553,451.01176470588234
0.0135,0.0555,386.4549019607843
0.0135,0.0558,1.6823529411764646
0.0135,0.056,1.6784313725490136
0.0135,0.0563,1.411764705882348
0.0135,0.0565,1.4196078431372499
0.0135,0.0568,1.7725490196078368
0.0135,0.057,2.5058823529411676
0.0135,0.0573,1.980392156862738
0.0135,0.0575,1.7725490196078368
0.0135,0.0578,1.647058823529406
0.0135,0.058,1.6156862745097982
0.0135,0.0583,1.5607843137254847
0.0135,0.0585,1.4745098039215634
0.0135,0.0588,1.4274509803921518
0.0135,0.059,2.1725490196078354
0.0135,0.0593,1.7019607843137194
0.0135,0.0595,2.0352941176470516
0.0135,0.0598,2.564705882352932
0.0135,0.06,3.7725490196078297
0.0135,0.0602,2.4941176470588147
0.0135,0.0605,1.4509803921568576
0.0135,0.0607,1.741176470588229
0.0135,0.061,1.521568627450975
0.0135,0.0612,1.4274509803921518
0.0135,0.0615,2.199999999999992
0.0135,0.0617,1.4509803921568576
0.0135,0.062,2.0509803921568555
0.0135,0.0622,1.513725490196073
0.0135,0.0625,1.396078431372544
0.0135,0.0628,1.4588235294117595
0.0135,0.063,1.4980392156862692
0.0135,0.0633,1.3882352941176421
0.0135,0.0635,1.4431372549019557
0.0135,0.0638,1.6078431372548962
0.0135,0.064,1.4274509803921518
0.0135,0.0643,1.4274509803921518
0.0135,0.0645,1.4392156862745047
0.0135,0.0648,1.403921568627446
0.0135,0.065,1.411764705882348
0.0135,0.0653,1.4196078431372499
0.0135,0.0655,1.403921568627446
0.0135,0.0658,1.4196078431372499
0.0135,0.066,1.756862745098033
0.0135,0.0663,1.992156862745091
0.0135,0.0665,1.3882352941176421
0.0135,0.0668,1.4274509803921518
0.0135,0.067,1.7960784313725426
0.0135,0.0673,2.4980392156862656
0.0135,0.0675,1.9058823529411697
0.0135,0.0678,1.4274509803921518
0.0135,0.068,1.5058823529411711
0.0135,0.0683,1.9294117647058755
0.0135,0.0685,1.403921568627446
0.0135,0.0688,1.4431372549019557
0.0135,0.069,1.4862745098039163
0.0135,0.0693,1.396078431372544
0.0135,0.0695,1.411764705882348
0.0135,0.0698,1.4352941176470537
0.014,0.04,305.7686274509804
0.014,0.0403,474.70196078431366
0.014,0.0405,597.0588235294118
0.014,0.0408,700.3960784313725
0.014,0.041,264.7058823529412
0.014,0.0413,1.9568627450980323
0.014,0.0415,1.403921568627446
0.014,0.0418,1.403921568627446
0.014,0.042,1.4588235294117595
0.014,0.0423,1.5999999999999943
0.014,0.0425,1.4588235294117595
0.014,0.0428,1.4588235294117595
0.014,0.043,1.525490196078426
0.014,0.0433,1.3882352941176421
0.014,0.0435,1.4823529411764653
0.014,0.0438,2.2549019607843057
0.014,0.044,1.529411764705877
0.014,0.0442,1.4666666666666615
0.014,0.0445,2.8666666666666565
0.014,0.0447,1.4509803921568576
0.014,0.045,1.3882352941176421
0.014,0.0452,1.513725490196073
0.014,0.0455,1.4823529411764653
0.014,0.0457,1.7372549019607781
0.014,0.046,1.4666666666666615
0.014,0.0462,1.403921568627446
0.014,0.0465,1.858823529411758
0.014,0.0467,1.3568627450980344
0.014,0.047,1.4196078431372499
0.014,0.0473,78.27058823529413
0.014,0.0475,0.0
0.014,0.0478,842.8666666666667
0.014,0.048,582.6431372549021
0.014,0.0483,772.6705882352941
0.014,0.0485,756.6705882352942
0.014,0.0488,749.2862745098039
0.014,0.049,839.835294117647
0.014,0.0493,1009.0235294117647
0.014,0.0495,993.1254901960784
0.014,0.0498,891.9568627450981
0.014,0.05,879.4627450980391
0.014,0.0503,842.8431372549019
0.014,0.0505,946.2313725490196
0.014,0.0508,973.2627450980392
0.014,0.051,915.3411764705883
0.014,0.0513,930.1882352941177
0.014,0.0515,1057.105882352941
0.014,0.0518,910.6235294117647
0.014,0.052,945.8274509803921
0.014,0.0522,988.7529411764706
0.014,0.0525,954.0666666666667
0.014,0.0527,976.6078431372548
0.014,0.053,945.7843137254903
0.014,0.0532,955.5921568627451
0.014,0.0535,849.9098039215686
0.014,0.0537,938.3411764705882
0.014,0.054,886.2274509803922
0.014,0.0542,826.6392156862745
0.014,0.0545,844.3411764705883
0.014,0.0548,818.4196078431373
0.014,0.055,783.2549019607843
0.014,0.0553,615.7686274509804
0.014,0.0555,505.3254901960784
0.014,0.0558,530.4431372549019
0.014,0.056,1.4666666666666615
0.014,0.0563,1.6549019607843078
0.014,0.0565,1.6784313725490136
0.014,0.0568,1.529411764705877
0.014,0.057,1.6784313725490136
0.014,0.0573,1.4274509803921518
0.014,0.0575,1.6549019607843078
0.014,0.0578,2.10980392156862
0.014,0.058,2.35294117647058
0.014,0.0583,1.513725490196073
0.014,0.0585,1.513725490196073
0.014,0.0588,1.4352941176470537
0.014,0.059,1.529411764705877
0.014,0.0593,1.4666666666666615
0.014,0.0595,1.5686274509803866
0.014,0.0598,1.403921568627446
0.014,0.06,1.4980392156862692
0.014,0.0602,1.5529411764705827
0.014,0.0605,1.5372549019607789
0.014,0.0607,1.4549019607843086
0.014,0.061,1.4274509803921518
0.014,0.0612,1.4823529411764653
0.014,0.0615,1.4196078431372499
0.014,0.0617,1.7254901960784252
0.014,0.062,1.529411764705877
0.014,0.0622,1.6862745098039156
0.014,0.0625,1.6627450980392098
0.014,0.0628,1.403921568627446
0.014,0.063,1.5999999999999943
0.014,0.0633,1.411764705882348
0.014,0.0635,1.7725490196078368
0.014,0.0638,1.529411764705877
0.014,0.064,2.211764705882345
0.014,0.0643,1.4509803921568576
0.014,0.0645,1.5999999999999943
0.014,0.0648,1.4745098039215634
0.014,0.065,1.4823529411764653
0.014,0.0653,1.396078431372544
0.014,0.0655,1.3882352941176421
0.014,0.0658,1.411764705882348
0.014,0.066,1.639215686274504
0.014,0.0663,1.3803921568627402
0.014,0.0665,1.396078431372544
0.014,0.0668,2.117647058823522
0.014,0.067,1.396078431372544
0.014,0.0673,1.3882352941176421
0.014,0.0675,1.3882352941176421
0.014,0.0678,1.396078431372544
0.014,0.068,2.9647058823529306
0.014,0.0683,1.411764705882348
0.014,0.0685,1.4588235294117595
0.014,0.0688,1.3254901960784267
0.014,0.069,2.8784313725490094
0.014,0.0693,1.3803921568627402
0.014,0.0695,1.4588235294117595
0.014,0.0698,1.517647058823524
0.0145,0.04,292.25098039215686
0.0145,0.0403,628.9529411764705
0.0145,0.0405,284.8627450980392
0.0145,0.0408,350.38039215686274
0.0145,0.041,472.1647058823529
0.0145,0.0413,708.9999999999999
0.0145,0.0415,709.7607843137255
0.0145,0.0418,799.7019607843137
0.0145,0.042,2.8392156862744997
0.0145,0.0423,2.698039215686265
0.0145,0.0425,1.631372549019602
0.0145,0.0428,2.2313725490196
0.0145,0.043,1.521568627450975
0.0145,0.0433,1.5921568627450924
0.0145,0.0435,1.5764705882352885
0.0145,0.0438,1.7019607843137194
0.0145,0.044,1.9372549019607774
0.0145,0.0442,2.823529411764696
0.0145,0.0445,1.6235294117647001
0.0145,0.0447,1.4862745098039163
0.0145,0.045,1.403921568627446
0.0145,0.0452,1.6078431372548962
0.0145,0.0455,2.090196078431365
0.0145,0.0457,1.5529411764705827
0.0145,0.046,1.521568627450975
0.0145,0.0462,1.4980392156862692
0.0145,0.0465,1.8156862745097975
0.0145,0.0467,2.466666666666658
0.0145,0.047,1.3098039215686228
0.0145,0.0473,127.19607843137256
0.0145,0.0475,1.4509803921568576
0.0145,0.0478,0.0
0.0145,0.048,785.756862745098
0.0145,0.0483,799.4313725490197
0.0145,0.0485,631.4117647058824
0.0145,0.0488,672.6588235294117
0.0145,0.049,886.0470588235294
0.0145,0.0493,761.4627450980392
0.0145,0.0495,843.0313725490196
0.0145,0.0498,996.192156862745
0.0145,0.05,987.0392156862745
0.0145,0.0503,902.5411764705883
0.0145,0.0505,959.078431372549
0.0145,0.0508,865.7647058823529
0.0145,0.051,922.964705882353
0.0145,0.0513,914.6823529411764
0.0145,0.0515,994.5294117647059
0.0145,0.0518,968.5843137254901
0.0145,0.052,1006.3607843137254
0.0145,0.0522,1033.3529411764707
0.0145,0.0525,968.4235294117648
0.0145,0.0527,939.6313725490196
0.0145,0.053,870.7647058823529
0.0145,0.0532,955.321568627451
0.0145,0.0535,1002.7490196078431
0.0145,0.0537,878.4
0.0145,0.054,933.8627450980392
0.0145,0.0542,1018.407843137255
0.0145,0.0545,813.2235294117647
0.0145,0.0548,903.8901960784314
0.0145,0.055,826.5411764705882
0.0145,0.0553,767.9764705882353
0.0145,0.0555,604.6705882352942
0.0145,0.0558,669.0431372549019
0.0145,0.056,572.5529411764705
0.0145,0.0563,1.5568627450980337
0.0145,0.0565,1.631372549019602
0.0145,0.0568,1.294117647058819
0.0145,0.057,1.6156862745097982
0.0145,0.0573,1.4980392156862692
0.0145,0.0575,1.4274509803921518
0.0145,0.0578,1.4588235294117595
0.0145,0.058,2.2901960784313644
0.0145,0.0583,1.8352941176470523
0.0145,0.0585,1.858823529411758
0.0145,0.0588,1.647058823529406
0.0145,0.059,1.529411764705877
0.0145,0.0593,1.3647058823529363
0.0145,0.0595,2.125490196078424
0.0145,0.0598,1.4823529411764653
0.0145,0.06,1.6156862745097982
0.0145,0.0602,1.647058823529406
0.0145,0.0605,1.5529411764705827
0.0145,0.0607,1.7882352941176407
0.0145,0.061,1.631372549019602
0.0145,0.0612,1.7843137254901897
0.0145,0.0615,1.6627450980392098
0.0145,0.0617,1.5019607843137202
0.0145,0.062,1.529411764705877
0.0145,0.0622,1.882352941176464
0.0145,0.0625,1.513725490196073
0.0145,0.0628,1.4901960784313673
0.0145,0.063,1.6862745098039156
0.0145,0.0633,1.517647058823524
0.0145,0.0635,2.360784313725482
0.0145,0.0638,1.6156862745097982
0.0145,0.064,1.5686274509803866
0.0145,0.0643,1.4980392156862692
0.0145,0.0645,1.3647058823529363
0.0145,0.0648,1.5921568627450924
0.0145,0.065,1.741176470588229
0.0145,0.0653,1.5372549019607789
0.0145,0.0655,1.4392156862745047
0.0145,0.0658,1.3647058823529363
0.0145,0.066,1.6705882352941117
0.0145,0.0663,1.529411764705877
0.0145,0.0665,1.9607843137254832
0.0145,0.0668,1.6862745098039156
0.0145,0.067,1.6078431372548962
0.0145,0.0673,1.6549019607843078
0.0145,0.0675,1.643137254901955
0.0145,0.0678,1.513725490196073
0.0145,0.068,2.1647058823529335
0.0145,0.0683,1.3568627450980344
0.0145,0.0685,1.4588235294117595
0.0145,0.0688,2.098039215686267
0.0145,0.069,1.639215686274504
0.0145,0.0693,1.4549019607843086
0.0145,0.0695,1.870588235294111
0.0145,0.0698,1.4274509803921518
0.015,0.04,193.9607843137255
0.015,0.0403,142.31764705882352
0.015,0.0405,262.5098039215686
0.015,0.0408,375.7725490196078
0.015,0.041,246.278431372549
0.015,0.0413,353.41568627450977
0.015,0.0415,578.3411764705883
0.015,0.0418,555.6431372549018
0.015,0.042,647.6431372549021
0.015,0.0423,588.4941176470588
0.015,0.0425,743.643137254902
0.015,0.0428,712.243137254902
0.015,0.043,594.407843137255
0.015,0.0433,1.9686274509803852
0.015,0.0435,2.31372549019607
0.015,0.0438,1.764705882352935
0.015,0.044,1.5058823529411711
0.015,0.0442,1.4980392156862692
0.015,0.0445,1.631372549019602
0.015,0.0447,1.7882352941176407
0.015,0.045,1.5921568627450924
0.015,0.0452,1.6705882352941117
0.015,0.0455,1.741176470588229
0.015,0.0457,1.8980392156862678
0.015,0.046,1.4666666666666615
0.015,0.0462,1.4274509803921518
0.015,0.0465,2.831372549019598
0.015,0.0467,1.5686274509803866
0.015,0.047,0.0
0.015,0.0473,209.89411764705883
0.015,0.0475,130.1137254901961
0.015,0.0478,78.4078431372549
0.015,0.048,748.5882352941176
0.015,0.0483,704.556862745098
0.015,0.0485,908.5529411764705
0.015,0.0488,680.1764705882354
0.015,0.049,862.156862745098
0.015,0.0493,923.9529411764706
0.015,0.0495,811.929411764706
0.015,0.0498,884.4862745098039
0.015,0.05,956.6901960784313
0.015,0.0503,842.3921568627452
0.015,0.0505,924.4039215686274
0.015,0.0508,1002.6980392156863
0.015,0.051,1086.7529411764708
0.015,0.0513,930.521568627451
0.015,0.0515,964.3960784313724
0.015,0.0518,988.1647058823528
0.015,0.052,990.9686274509804
0.015,0.0522,1076.043137254902
0.015,0.0525,963.8509803921568
0.015,0.0527,1008.8196078431372
0.015,0.053,1051.592156862745
0.015,0.0532,1046.8549019607842
0.015,0.0535,1004.8392156862744
0.015,0.0537,983.1058823529412
0.015,0.054,1019.8666666666666
0.015,0.0542,983.6627450980391
0.015,0.0545,947.478431372549
0.015,0.0548,822.6117647058824
0.015,0.055,900.8862745098039
0.015,0.0553,902.121568627451
0.015,0.0555,826.2352941176471
0.015,0.0558,744.3764705882353
0.015,0.056,748.3607843137255
0.015,0.0563,683.7490196078431
0.015,0.0565,427.18039215686275
0.015,0.0568,1.4392156862745047
0.015,0.057,1.529411764705877
0.015,0.0573,1.4509803921568576
0.015,0.0575,1.5529411764705827
0.015,0.0578,1.529411764705877
0.015,0.058,1.3882352941176421
0.015,0.0583,1.4901960784313673
0.015,0.0585,1.4352941176470537
0.015,0.0588,1.4352941176470537
0.015,0.059,1.6705882352941117
0.015,0.0593,2.1411764705882277
0.015,0.0595,2.7294117647058727
0.015,0.0598,2.933333333333323
0.015,0.06,1.8039215686274446
0.015,0.0602,1.5372549019607789
0.015,0.0605,1.4509803921568576
0.015,0.0607,1.5764705882352885
0.015,0.061,1.5372549019607789
0.015,0.0612,2.698039215686265
0.015,0.0615,1.5607843137254847
0.015,0.0617,1.4705882352941124
0.015,0.062,1.6078431372548962
0.015,0.0622,1.4352941176470537
0.015,0.0625,1.5686274509803866
0.015,0.0628,1.4352941176470537
0.015,0.063,1.7176470588235233
0.015,0.0633,1.874509803921562
0.015,0.0635,1.5058823529411711
0.015,0.0638,2.431372549019599
0.015,0.064,1.7803921568627388
0.015,0.0643,1.4980392156862692
0.015,0.0645,1.4666666666666615
0.015,0.0648,1.8352941176470523
0.015,0.065,2.2509803921568547
0.015,0.0653,1.5372549019607789
0.015,0.0655,1.403921568627446
0.015,0.0658,1.647058823529406
0.015,0.066,1.4196078431372499
0.015,0.0663,2.207843137254894
0.015,0.0665,2.478431372549011
0.015,0.0668,1.8274509803921504
0.015,0.067,2.2509803921568547
0.015,0.0673,1.3803921568627402
0.015,0.0675,1.5843137254901904
0.015,0.0678,1.4745098039215634
0.015,0.068,1.5490196078431318
0.015,0.0683,1.6235294117647001
0.015,0.0685,1.5607843137254847
0.015,0.0688,1.4431372549019557
0.015,0.069,1.5686274509803866
0.015,0.0693,1.5764705882352885
0.015,0.0695,1.6235294117647001
0.015,0.0698,1.4627450980392105
0.0155,0.04,0.3843137254901947
0.0155,0.0403,120.0
0.0155,0.0405,103.51764705882353
0.0155,0.0408,155.3607843137255
0.0155,0.041,137.0156862745098
0.0155,0.0413,427.113725490196
0.0155,0.0415,353.71372549019605
0.0155,0.0418,208.53725490196078
0.0155,0.042,518.2235294117647
0.0155,0.0423,415.2274509803922
0.0155,0.0425,578.7137254901961
0.0155,0.0428,644.0
0.0155,0.043,841.7529411764706
0.0155,0.0433,776.7294117647059
0.0155,0.0435,911.643137254902
0.0155,0.0438,761.9176470588236
0.0155,0.044,1.3607843137254854
0.0155,0.0442,446.9254901960784
0.0155,0.0445,245.72549019607843
0.0155,0.0447,97.76470588235293
0.0155,0.045,1.7098039215686214
0.0155,0.0452,279.6862745098039
0.0155,0.0455,1.8196078431372484
0.0155,0.0457,1.4196078431372499
0.0155,0.046,1.9058823529411697
0.0155,0.0462,1.6941176470588175
0.0155,0.0465,1.6549019607843078
0.0155,0.0467,445.4470588235294
0.0155,0.047,376.121568627451
0.0155,0.0473,298.42745098039217
0.0155,0.0475,214.27843137254902
0.0155,0.0478,122.29411764705884
0.0155,0.048,75.4470588235294
0.0155,0.0483,422.4
0.0155,0.0485,885.9254901960785
0.0155,0.0488,858.2
0.0155,0.049,908.1882352941177
0.0155,0.0493,878.5450980392156
0.0155,0.0495,879.0666666666666
0.0155,0.0498,703.8941176470588
0.0155,0.05,910.9450980392157
0.0155,0.0503,986.7450980392157
0.0155,0.0505,1017.4117647058824
0.0155,0.0508,948.7647058823529
0.0155,0.051,1001.6274509803923
0.0155,0.0513,919.9490196078431
0.0155,0.0515,972.4274509803921
0.0155,0.0518,943.0470588235294
0.0155,0.052,1000.0
0.0155,0.0522,1048.3450980392158
0.0155,0.0525,948.521568627451
0.0155,0.0527,1090.5098039215686
0.0155,0.053,1037.2039215686273
0.0155,0.0532,1022.1176470588236
0.0155,0.0535,1003.121568627451
0.0155,0.0537,1031.3647058823528
0.0155,0.054,1095.4392156862746
0.0155,0.0542,950.8156862745097
0.0155,0.0545,984.3647058823531
0.0155,0.0548,957.1372549019607
0.0155,0.055,1003.7294117647058
0.0155,0.0553,869.5294117647059
0.0155,0.0555,930.8549019607842
0.0155,0.0558,673.5333333333333
0.0155,0.056,811.9490196078432
0.0155,0.0563,792.4313725490197
0.0155,0.0565,656.086274509804
0.0155,0.0568,609.8392156862744
0.0155,0.057,1.6156862745097982
0.0155,0.0573,2.2941176470588154
0.0155,0.0575,2.0235294117646987
0.0155,0.0578,1.6784313725490136
0.0155,0.058,1.8117647058823465
0.0155,0.0583,1.7882352941176407
0.0155,0.0585,1.6705882352941117
0.0155,0.0588,1.4196078431372499
0.0155,0.059,2.0156862745097968
0.0155,0.0593,1.4274509803921518
0.0155,0.0595,3.133333333333322
0.0155,0.0598,1.4352941176470537
0.0155,0.06,1.4666666666666615
0.0155,0.0602,1.4509803921568576
0.0155,0.0605,1.7333333333333272
0.0155,0.0607,2.1568627450980316
0.0155,0.061,1.3647058823529363
0.0155,0.0612,1.5607843137254847
0.0155,0.0615,1.3411764705882305
0.0155,0.0617,1.4823529411764653
0.0155,0.062,1.4509803921568576
0.0155,0.0622,2.7529411764705785
0.0155,0.0625,1.7372549019607781
0.0155,0.0628,1.4823529411764653
0.0155,0.063,1.7921568627450917
0.0155,0.0633,1.396078431372544
0.0155,0.0635,1.7098039215686214
0.0155,0.0638,1.6627450980392098
0.0155,0.064,1.6784313725490136
0.0155,0.0643,1.9568627450980323
0.0155,0.0645,1.6235294117647001
0.0155,0.0648,1.4313725490196028
0.0155,0.065,2.2588235294117567
0.0155,0.0653,1.4588235294117595
0.0155,0.0655,2.59607843137254
0.0155,0.0658,2.694117647058814
0.0155,0.066,1.9529411764705813
0.0155,0.0663,1.9568627450980323
0.0155,0.0665,1.7176470588235233
0.0155,0.0668,1.9176470588235226
0.0155,0.067,1.639215686274504
0.0155,0.0673,2.713725490196069
0.0155,0.0675,1.756862745098033
0.0155,0.0678,1.7215686274509743
0.0155,0.068,1.5764705882352885
0.0155,0.0683,1.7215686274509743
0.0155,0.0685,1.7098039215686214
0.0155,0.0688,1.7960784313725426
0.0155,0.069,1.6784313725490136
0.0155,0.0693,1.8039215686274446
0.0155,0.0695,1.8509803921568562
0.0155,0.0698,1.4470588235294066
0.016,0.04,0.0
0.016,0.0403,0.0
0.016,0.0405,0.0
0.016,0.0408,19.423529411764708
0.016,0.041,90.81960784313725
0.016,0.0413,349.6823529411764
0.016,0.0415,333.18431372549026
0.016,0.0418,211.16470588235296
0.016,0.042,271.73333333333335
0.016,0.0423,287.7450980392157
0.016,0.0425,483.36470588235295
0.016,0.0428,426.2705882352941
0.016,0.043,394.8313725490196
0.016,0.0433,608.0509803921568
0.016,0.0435,810.5490196078431
0.016,0.0438,889.7607843137255
0.016,0.044,742.243137254902
0.016,0.0442,755.8666666666668
0.016,0.0445,804.6156862745098
0.016,0.0447,674.0078431372549
0.016,0.045,675.0078431372549
0.016,0.0452,1.7098039215686214
0.016,0.0455,649.8078431372548
0.016,0.0457,153.9294117647059
0.016,0.046,363.16078431372546
0.016,0.0462,550.8705882352941
0.016,0.0465,663.5686274509804
0.016,0.0467,578.0392156862745
0.016,0.047,483.678431372549
0.016,0.0473,391.65490196078434
0.016,0.0475,297.9490196078432
0.016,0.0478,0.0
0.016,0.048,692.2588235294118
0.016,0.0483,101.23137254901962
0.016,0.0485,530.3490196078432
0.016,0.0488,834.0
0.016,0.049,867.0745098039216
0.016,0.0493,793.1019607843136
0.016,0.0495,923.1254901960784
0.016,0.0498,1024.113725490196
0.016,0.05,953.5333333333333
0.016,0.0503,976.6352941176469
0.016,0.0505,899.4901960784314
0.016,0.0508,942.5411764705882
0.016,0.051,985.8745098039215
0.016,0.0513,860.5137254901961
0.016,0.0515,952.7921568627451
0.016,0.0518,1043.443137254902
0.016,0.052,1078.8392156862744
0.016,0.0522,1081.0039215686274
0.016,0.0525,1096.9333333333334
0.016,0.0527,1065.4039215686275
0.016,0.053,995.7333333333333
0.016,0.0532,1086.8235294117646
0.016,0.0535,1057.6000000000001
0.016,0.0537,1073.1490196078432
0.016,0.054,1004.5411764705882
0.016,0.0542,1053.835294117647
0.016,0.0545,1005.8823529411765
0.016,0.0548,936.5843137254901
0.016,0.055,1041.1725490196077
0.016,0.0553,958.5254901960784
0.016,0.0555,900.878431372549
0.016,0.0558,945.5176470588234
0.016,0.056,841.6588235294117
0.016,0.0563,963.7686274509804
0.016,0.0565,941.1137254901961
0.016,0.0568,704.8549019607843
0.016,0.057,686.7960784313725
0.016,0.0573,1.5686274509803866
0.016,0.0575,1.5921568627450924
0.016,0.0578,1.4588235294117595
0.016,0.058,1.5529411764705827
0.016,0.0583,1.6156862745097982
0.016,0.0585,1.7921568627450917
0.016,0.0588,1.5529411764705827
0.016,0.059,1.4901960784313673
0.016,0.0593,1.7725490196078368
0.016,0.0595,1.4431372549019557
0.016,0.0598,1.4784313725490144
0.016,0.06,1.4588235294117595
0.016,0.0602,1.5686274509803866
0.016,0.0605,1.4980392156862692
0.016,0.0607,1.4901960784313673
0.016,0.061,1.4588235294117595
0.016,0.0612,1.4509803921568576
0.016,0.0615,1.4509803921568576
0.016,0.0617,1.4588235294117595
0.016,0.062,1.3882352941176421
0.016,0.0622,1.513725490196073
0.016,0.0625,1.4509803921568576
0.016,0.0628,2.7764705882352843
0.016,0.063,1.6156862745097982
0.016,0.0633,1.5607843137254847
0.016,0.0635,1.976470588235287
0.016,0.0638,1.4666666666666615
0.016,0.064,1.4823529411764653
0.016,0.0643,1.411764705882348
0.016,0.0645,2.203921568627443
0.016,0.0648,1.5372549019607789
0.016,0.065,1.7882352941176407
0.016,0.0653,1.4431372549019557
0.016,0.0655,1.7019607843137194
0.016,0.0658,2.6588235294117553
0.016,0.066,1.5999999999999943
0.016,0.0663,1.4901960784313673
0.016,0.0665,1.3882352941176421
0.016,0.0668,1.8509803921568562
0.016,0.067,1.5686274509803866
0.016,0.0673,1.5843137254901904
0.016,0.0675,1.4352941176470537
0.016,0.0678,1.4862745098039163
0.016,0.068,1.6235294117647001
0.016,0.0683,1.6705882352941117
0.016,0.0685,1.5058823529411711
0.016,0.0688,1.5372549019607789
0.016,0.069,3.058823529411754
0.016,0.0693,1.5529411764705827
0.016,0.0695,1.9294117647058755
0.016,0.0698,1.5921568627450924
0.0165,0.04,0.0
0.0165,0.0403,0.0
0.0165,0.0405,0.0
0.0165,0.0408,0.0
0.0165,0.041,0.0
0.0165,0.0413,0.0
0.0165,0.0415,185.55686274509804
0.0165,0.0418,91.34901960784313
0.0165,0.042,175.9686274509804
0.0165,0.0423,205.73333333333335
0.0165,0.0425,257.121568627451
0.0165,0.0428,328.82745098039214
0.0165,0.043,416.54509803921565
0.0165,0.0433,258.4705882352941
0.0165,0.0435,402.82745098039214
0.0165,0.0438,513.7686274509804
0.0165,0.044,841.8745098039216
0.0165,0.0442,623.9450980392157
0.0165,0.0445,888.3333333333334
0.0165,0.0447,906.4235294117647
0.0165,0.045,768.8235294117646
0.0165,0.0452,768.7843137254902
0.0165,0.0455,816.5764705882352
0.0165,0.0457,992.478431372549
0.0165,0.046,701.8039215686274
0.0165,0.0462,778.3803921568626
0.0165,0.0465,1017.4352941176471
0.0165,0.0467,137.22352941176473
0.0165,0.047,857.6235294117648
0.0165,0.0473,986.9490196078431
0.0165,0.0475,413.41568627450977
0.0165,0.0478,867.9803921568628
0.0165,0.048,592.6784313725491
0.0165,0.0483,462.8705882352941
0.0165,0.0485,844.8745098039215
0.0165,0.0488,778.8470588235293
0.0165,0.049,807.9294117647058
0.0165,0.0493,853.6196078431371
0.0165,0.0495,908.3607843137254
0.0165,0.0498,862.2666666666667
0.0165,0.05,935.0745098039216
0.0165,0.0503,884.7254901960783
0.0165,0.0505,941.4039215686274
0.0165,0.0508,903.4352941176471
0.0165,0.051,952.1098039215688
0.0165,0.0513,922.8666666666668
0.0165,0.0515,1013.2078431372549
0.0165,0.0518,955.6509803921568
0.0165,0.052,1028.364705882353
0.0165,0.0522,1047.0862745098038
0.0165,0.0525,1003.5607843137254
0.0165,0.0527,1070.486274509804
0.0165,0.053,1067.3176470588235
0.0165,0.0532,1064.3058823529411
0.0165,0.0535,1118.286274509804
0.0165,0.0537,1031.5960784313725
0.0165,0.054,1014.0509803921569
0.0165,0.0542,1032.7843137254902
0.0165,0.0545,1022.6941176470589
0.0165,0.0548,1026.7137254901959
0.0165,0.055,1005.2666666666667
0.0165,0.0553,969.5372549019608
